,SID,test_type/trial,target_value,user_input,time,start_time
496,102,Night Training/9,21234,2,1690860735749,1690860716023
497,102,Night Training/9,21234,2,1690860736125,1690860716023
498,102,Night Training/9,21234,3,1690860736624,1690860716023
499,102,Night Training/9,21234,4,1690860737090,1690860716023
500,102,Night Training/9,21234,2,1690860737849,1690860716023
501,102,Night Training/9,21234,1,1690860738116,1690860716023
502,102,Night Training/9,21234,2,1690860738357,1690860716023
503,102,Night Training/9,21234,3,1690860738991,1690860716023
504,102,Night Training/9,21234,4,1690860739258,1690860716023
505,102,Night Training/9,21234,2,1690860739806,1690860716023
506,102,Night Training/9,21234,2,1690860740333,1690860716023
507,102,Night Training/9,21234,3,1690860740773,1690860716023
508,102,Night Training/9,21234,4,1690860741065,1690860716023
509,102,Night Training/9,21234,3,1690860741623,1690860716023
510,102,Night Training/9,21234,1,1690860741983,1690860716023
511,102,Night Training/9,21234,2,1690860742282,1690860716023
512,102,Night Training/9,21234,3,1690860742782,1690860716023
513,102,Night Training/9,21234,4,1690860743008,1690860716023
514,102,Night Training/9,21234,1,1690860743932,1690860716023
515,102,Night Training/9,21234,2,1690860744257,1690860716023
516,102,Night Training/9,21234,1,1690860744715,1690860716023
517,102,Night Training/9,21234,3,1690860745150,1690860716023
518,102,Night Training/9,21234,4,1690860745566,1690860716023
519,102,Night Training/9,21234,4,1690860746049,1690860716023
520,102,Night Training/10,21234,2,1690860777572,1690860775553
521,102,Night Training/10,21234,1,1690860777840,1690860775553
522,102,Night Training/10,21234,2,1690860778189,1690860775553
523,102,Night Training/10,21234,3,1690860778518,1690860775553
524,102,Night Training/10,21234,4,1690860778765,1690860775553
525,102,Night Training/10,21234,2,1690860779123,1690860775553
526,102,Night Training/10,21234,1,1690860779391,1690860775553
527,102,Night Training/10,21234,2,1690860779656,1690860775553
528,102,Night Training/10,21234,3,1690860780024,1690860775553
529,102,Night Training/10,21234,4,1690860780322,1690860775553
530,102,Night Training/10,21234,2,1690860780839,1690860775553
531,102,Night Training/10,21234,1,1690860781123,1690860775553
532,102,Night Training/10,21234,2,1690860781391,1690860775553
533,102,Night Training/10,21234,3,1690860781809,1690860775553
534,102,Night Training/10,21234,4,1690860782097,1690860775553
535,102,Night Training/10,21234,2,1690860782498,1690860775553
536,102,Night Training/10,21234,1,1690860782799,1690860775553
537,102,Night Training/10,21234,2,1690860783089,1690860775553
538,102,Night Training/10,21234,3,1690860783473,1690860775553
539,102,Night Training/10,21234,4,1690860783764,1690860775553
540,102,Night Training/10,21234,2,1690860784323,1690860775553
541,102,Night Training/10,21234,1,1690860784673,1690860775553
542,102,Night Training/10,21234,2,1690860785015,1690860775553
543,102,Night Training/10,21234,3,1690860785399,1690860775553
544,102,Night Training/10,21234,3,1690860785597,1690860775553
545,102,Night Training/10,21234,2,1690860787231,1690860775553
546,102,Night Training/10,21234,1,1690860787807,1690860775553
547,102,Night Training/10,21234,2,1690860788272,1690860775553
548,102,Night Training/10,21234,3,1690860788631,1690860775553
549,102,Night Training/10,21234,4,1690860788971,1690860775553
550,102,Night Training/10,21234,2,1690860789430,1690860775553
551,102,Night Training/10,21234,1,1690860789713,1690860775553
552,102,Night Training/10,21234,2,1690860789989,1690860775553
553,102,Night Training/10,21234,3,1690860790422,1690860775553
554,102,Night Training/10,21234,4,1690860790704,1690860775553
555,102,Night Training/10,21234,2,1690860791506,1690860775553
556,102,Night Training/10,21234,1,1690860791620,1690860775553
557,102,Night Training/10,21234,2,1690860792130,1690860775553
558,102,Night Training/10,21234,4,1690860792337,1690860775553
559,102,Night Training/10,21234,2,1690860793822,1690860775553
560,102,Night Training/10,21234,2,1690860795364,1690860775553
561,102,Night Training/10,21234,1,1690860795656,1690860775553
562,102,Night Training/10,21234,2,1690860796230,1690860775553
563,102,Night Training/10,21234,3,1690860796564,1690860775553
564,102,Night Training/10,21234,2,1690860797463,1690860775553
565,102,Night Training/10,21234,1,1690860797790,1690860775553
566,102,Night Training/10,21234,3,1690860798514,1690860775553
567,102,Night Training/10,21234,4,1690860798848,1690860775553
568,102,Night Training/10,21234,2,1690860799330,1690860775553
569,102,Night Training/10,21234,1,1690860799631,1690860775553
570,102,Night Training/10,21234,2,1690860799948,1690860775553
571,102,Night Training/10,21234,3,1690860800364,1690860775553
572,102,Night Training/10,21234,4,1690860800731,1690860775553
573,102,Night Training/10,21234,2,1690860801554,1690860775553
574,102,Night Training/10,21234,1,1690860802521,1690860775553
575,102,Night Training/10,21234,2,1690860802896,1690860775553
576,102,Night Training/10,21234,3,1690860803291,1690860775553
577,102,Night Training/10,21234,4,1690860803638,1690860775553
578,102,Night Training/10,21234,1,1690860804655,1690860775553
579,102,Night Training/10,21234,3,1690860805389,1690860775553
580,102,Night Training/11,21234,2,1690860836246,1690860835084
581,102,Night Training/11,21234,1,1690860836579,1690860835084
582,102,Night Training/11,21234,2,1690860836922,1690860835084
583,102,Night Training/11,21234,3,1690860837254,1690860835084
584,102,Night Training/11,21234,4,1690860837519,1690860835084
585,102,Night Training/11,21234,2,1690860837911,1690860835084
586,102,Night Training/11,21234,1,1690860838195,1690860835084
587,102,Night Training/11,21234,2,1690860838502,1690860835084
588,102,Night Training/11,21234,3,1690860838828,1690860835084
589,102,Night Training/11,21234,4,1690860839144,1690860835084
590,102,Night Training/11,21234,2,1690860839528,1690860835084
591,102,Night Training/11,21234,1,1690860839829,1690860835084
592,102,Night Training/11,21234,2,1690860840136,1690860835084
593,102,Night Training/11,21234,3,1690860840477,1690860835084
594,102,Night Training/11,21234,4,1690860840762,1690860835084
595,102,Night Training/11,21234,2,1690860841253,1690860835084
596,102,Night Training/11,21234,1,1690860841562,1690860835084
597,102,Night Training/11,21234,2,1690860841854,1690860835084
598,102,Night Training/11,21234,3,1690860842152,1690860835084
599,102,Night Training/11,21234,4,1690860842444,1690860835084
600,102,Night Training/11,21234,1,1690860843288,1690860835084
601,102,Night Training/11,21234,2,1690860843545,1690860835084
602,102,Night Training/11,21234,3,1690860843844,1690860835084
603,102,Night Training/11,21234,4,1690860844120,1690860835084
604,102,Night Training/11,21234,2,1690860844843,1690860835084
605,102,Night Training/11,21234,1,1690860845378,1690860835084
606,102,Night Training/11,21234,2,1690860845758,1690860835084
607,102,Night Training/11,21234,3,1690860846079,1690860835084
608,102,Night Training/11,21234,4,1690860846386,1690860835084
609,102,Night Training/11,21234,2,1690860846896,1690860835084
610,102,Night Training/11,21234,1,1690860847177,1690860835084
611,102,Night Training/11,21234,2,1690860847453,1690860835084
612,102,Night Training/11,21234,3,1690860847720,1690860835084
613,102,Night Training/11,21234,4,1690860848056,1690860835084
614,102,Night Training/11,21234,2,1690860848736,1690860835084
615,102,Night Training/11,21234,1,1690860849019,1690860835084
616,102,Night Training/11,21234,2,1690860849260,1690860835084
617,102,Night Training/11,21234,3,1690860849587,1690860835084
618,102,Night Training/11,21234,2,1690860850427,1690860835084
619,102,Night Training/11,21234,2,1690860851077,1690860835084
620,102,Night Training/11,21234,2,1690860851660,1690860835084
621,102,Night Training/11,21234,3,1690860852104,1690860835084
622,102,Night Training/11,21234,4,1690860852379,1690860835084
623,102,Night Training/11,21234,2,1690860852920,1690860835084
624,102,Night Training/11,21234,1,1690860853188,1690860835084
625,102,Night Training/11,21234,2,1690860853454,1690860835084
626,102,Night Training/11,21234,3,1690860853736,1690860835084
627,102,Night Training/11,21234,4,1690860854638,1690860835084
628,102,Night Training/11,21234,2,1690860855527,1690860835084
629,102,Night Training/11,21234,2,1690860856019,1690860835084
630,102,Night Training/11,21234,1,1690860856411,1690860835084
631,102,Night Training/11,21234,2,1690860856734,1690860835084
632,102,Night Training/11,21234,3,1690860857195,1690860835084
633,102,Night Training/11,21234,4,1690860857485,1690860835084
634,102,Night Training/11,21234,2,1690860857918,1690860835084
635,102,Night Training/11,21234,1,1690860858210,1690860835084
636,102,Night Training/11,21234,2,1690860858535,1690860835084
637,102,Night Training/11,21234,3,1690860859044,1690860835084
638,102,Night Training/11,21234,4,1690860859344,1690860835084
639,102,Night Training/11,21234,2,1690860859887,1690860835084
640,102,Night Training/11,21234,1,1690860860271,1690860835084
641,102,Night Training/11,21234,2,1690860860544,1690860835084
642,102,Night Training/11,21234,3,1690860860878,1690860835084
643,102,Night Training/11,21234,4,1690860861210,1690860835084
644,102,Night Training/11,21234,3,1690860862569,1690860835084
645,102,Night Training/11,21234,3,1690860863343,1690860835084
646,102,Night Training/11,21234,2,1690860864011,1690860835084
647,102,Night Training/11,21234,2,1690860864510,1690860835084
648,102,Night Training/11,21234,1,1690860864803,1690860835084
649,102,Night Training/11,21234,2,1690860865077,1690860835084
650,102,Night Training/12,21234,2,1690860896827,1690860894598
651,102,Night Training/12,21234,3,1690860897142,1690860894598
652,102,Night Training/12,21234,4,1690860897408,1690860894598
653,102,Night Training/12,21234,2,1690860897699,1690860894598
654,102,Night Training/12,21234,2,1690860898233,1690860894598
655,102,Night Training/12,21234,3,1690860898517,1690860894598
656,102,Night Training/12,21234,4,1690860898792,1690860894598
657,102,Night Training/12,21234,3,1690860899192,1690860894598
658,102,Night Training/12,21234,2,1690860899793,1690860894598
659,102,Night Training/12,21234,3,1690860900286,1690860894598
660,102,Night Training/12,21234,4,1690860900483,1690860894598
661,102,Night Training/12,21234,2,1690860900901,1690860894598
662,102,Night Training/12,21234,1,1690860901177,1690860894598
663,102,Night Training/12,21234,2,1690860901425,1690860894598
664,102,Night Training/12,21234,3,1690860901777,1690860894598
665,102,Night Training/12,21234,4,1690860902066,1690860894598
666,102,Night Training/12,21234,2,1690860903069,1690860894598
667,102,Night Training/12,21234,3,1690860903393,1690860894598
668,102,Night Training/12,21234,4,1690860903652,1690860894598
669,102,Night Training/12,21234,3,1690860905127,1690860894598
670,102,Night Training/12,21234,4,1690860905408,1690860894598
671,102,Night Training/12,21234,2,1690860905934,1690860894598
672,102,Night Training/12,21234,1,1690860906193,1690860894598
673,102,Night Training/12,21234,2,1690860906459,1690860894598
674,102,Night Training/12,21234,3,1690860906876,1690860894598
675,102,Night Training/12,21234,4,1690860907149,1690860894598
676,102,Night Training/12,21234,2,1690860907543,1690860894598
677,102,Night Training/12,21234,1,1690860907860,1690860894598
678,102,Night Training/12,21234,2,1690860908126,1690860894598
679,102,Night Training/12,21234,3,1690860908502,1690860894598
680,102,Night Training/12,21234,4,1690860908766,1690860894598
681,102,Night Training/12,21234,2,1690860909237,1690860894598
682,102,Night Training/12,21234,1,1690860909516,1690860894598
683,102,Night Training/12,21234,2,1690860909749,1690860894598
684,102,Night Training/12,21234,3,1690860910384,1690860894598
685,102,Night Training/12,21234,4,1690860910634,1690860894598
686,102,Night Training/12,21234,2,1690860911135,1690860894598
687,102,Night Training/12,21234,1,1690860911500,1690860894598
688,102,Night Training/12,21234,1,1690860911665,1690860894598
689,102,Night Training/12,21234,3,1690860912217,1690860894598
690,102,Night Training/12,21234,4,1690860912434,1690860894598
691,102,Night Training/12,21234,2,1690860912902,1690860894598
692,102,Night Training/12,21234,1,1690860913192,1690860894598
693,102,Night Training/12,21234,3,1690860913800,1690860894598
694,102,Night Training/12,21234,4,1690860914216,1690860894598
695,102,Night Training/12,21234,2,1690860915299,1690860894598
696,102,Night Training/12,21234,1,1690860915608,1690860894598
697,102,Night Training/12,21234,2,1690860915833,1690860894598
698,102,Night Training/12,21234,3,1690860916167,1690860894598
699,102,Night Training/12,21234,4,1690860916458,1690860894598
700,102,Night Training/12,21234,2,1690860916834,1690860894598
701,102,Night Training/12,21234,1,1690860917100,1690860894598
702,102,Night Training/12,21234,2,1690860917332,1690860894598
703,102,Night Training/12,21234,2,1690860917675,1690860894598
704,102,Night Training/12,21234,3,1690860917940,1690860894598
705,102,Night Training/12,21234,4,1690860918218,1690860894598
706,102,Night Training/12,21234,2,1690860918807,1690860894598
707,102,Night Training/12,21234,1,1690860919125,1690860894598
708,102,Night Training/12,21234,2,1690860919384,1690860894598
709,102,Night Training/12,21234,3,1690860919768,1690860894598
710,102,Night Training/12,21234,4,1690860920108,1690860894598
711,102,Night Training/12,21234,2,1690860920641,1690860894598
712,102,Night Training/12,21234,1,1690860920975,1690860894598
713,102,Night Training/12,21234,2,1690860921274,1690860894598
714,102,Night Training/12,21234,3,1690860921692,1690860894598
715,102,Night Training/12,21234,2,1690860922349,1690860894598
716,102,Night Training/12,21234,3,1690860923401,1690860894598
717,102,Night Training/12,21234,4,1690860923692,1690860894598
718,102,Night Training/12,21234,2,1690860924191,1690860894598
