id,user_id,user,datetime,device name,data
64b1bc41e21b8b02b9bd07dd,64b039620ccdf8768472d8b8,rtocs_imani,2023-07-14T21:21:05.052000+00:00,DataPoint.InteractionSubmission,"{""data"": {""test_type"": ""Demo"", ""finger_tap"": {""input"": [""1234423444112"", ""12344123444""], ""strokes"": [[1689369624463, 1689369624830, 1689369625182, 1689369625449, 1689369625786, 1689369626821, 1689369627372, 1689369627723, 1689369628041, 1689369629245, 1689369633726, 1689369634963, 1689369635431], [1689369650694, 1689369650962, 1689369651646, 1689369652266, 1689369652667, 1689369653886, 1689369654524, 1689369654840, 1689369655458, 1689369655842, 1689369662263]]}}, ""metadata"": {""page_advances"": [{""to"": 1, ""from"": 0, ""time"": 1689369620417}], ""started_at"": 1689369618562, ""finished_at"": 1689369664585}}"
64abc00a0e51fb55283e3951,64a4ccfbf93736cd307a5066,rtocs_sacha,2023-07-10T08:23:38.120000+00:00,DataPoint.InteractionSubmission,"{""data"": {""where_EMA_evening"": ""Home"", ""excited_scale_evening"": 15, ""sad_scale_evening"": 35, ""focused_scale_evening"": 5, ""mad_scale_evening"": 5, ""guilty_scale_evening"": 0, ""happy_scale_evening"": 40, ""confident_scale_evening"": 10, ""scared_scale_evening"": 0, ""stressful_scale_evening"": 35, ""ema_on_mind_evening"": ""Responding to texts"", ""stable_mood"": ""Fair"", ""caffeinated_beverages"": 1, ""quality_interactions"": ""Good"", ""question41"": ""Good"", ""sleepiness_interfere"": ""No"", ""any_naps"": ""Yes"", ""nap_start"": 1689030600000, ""nap_end"": 1689034140000, ""nap_planned"": ""Planned"", ""filling_out_diary"": ""Child Alone"", ""gene_active_day"": ""I did not wear it""}, ""metadata"": {""page_advances"": [{""to"": 1, ""from"": 0, ""time"": 1688977365900}, {""to"": 2, ""from"": 1, ""time"": 1688977387703}, {""to"": 3, ""from"": 2, ""time"": 1688977414642}], ""started_at"": 1688977335237, ""finished_at"": 1688977417858}}"
64ab0b89133b98be33469f23,64a4ccfbf93736cd307a5066,rtocs_sacha,2023-07-09T19:33:29.510000+00:00,DataPoint.InteractionSubmission,"{""data"": {""where_EMA_morning"": ""Home"", ""excited_scale_morning"": 15, ""mad_scale_morning"": 35, ""sad_scale_morning"": 20, ""focused_scale_morning"": 60, ""guilty_scale_morning"": 0, ""happy_scale_morning"": 35, ""confident_scale_morning"": 25, ""scared_scale_morning"": 5, ""stressful_scale_morning"": 35, ""ema_on_mind_morning"": ""Grades on assignments"", ""get_out_of_bed"": 1688925600000, ""first_sleep"": 1688891940000, ""fall_asleep_minutes"": 10, ""woke_up"": ""Yes"", ""wake_up_night"": 1, ""minutes_up_night"": 60, ""woke_up_why"": ""Not sure, couldn\u2019t fall back asleep fo a while"", ""feel_refreshed"": 4, ""sleep_quality"": 3, ""any_dreams"": ""No"", ""filling_out_diary"": ""Child Alone"", ""dreem_headband"": ""I did not wear it"", ""gene_active"": ""I did not wear it""}, ""metadata"": {""page_advances"": [{""to"": 1, ""from"": 0, ""time"": 1688931162392}, {""to"": 2, ""from"": 1, ""time"": 1688931182957}, {""to"": 3, ""from"": 2, ""time"": 1688931199569}, {""to"": 5, ""from"": 3, ""time"": 1688931204331}, {""to"": 7, ""from"": 5, ""time"": 1688931206046}], ""started_at"": 1688931131722, ""finished_at"": 1688931209239}}"
64aa75d35cab48548216fd3d,64a4ccfbf93736cd307a5066,rtocs_sacha,2023-07-09T08:54:43.897000+00:00,DataPoint.InteractionSubmission,"{""data"": {""where_EMA_evening"": ""Home"", ""excited_scale_evening"": 20, ""mad_scale_evening"": 10, ""sad_scale_evening"": 5, ""focused_scale_evening"": 5, ""guilty_scale_evening"": 0, ""happy_scale_evening"": 25, ""confident_scale_evening"": 15, ""scared_scale_evening"": 0, ""stressful_scale_evening"": 25, ""ema_on_mind_evening"": ""Talking to friends"", ""caffeinated_beverages"": 1, ""stable_mood"": ""Good"", ""quality_interactions"": ""Good"", ""question41"": ""Fair"", ""sleepiness_interfere"": ""No"", ""any_naps"": ""No"", ""filling_out_diary"": ""Child Alone"", ""gene_active_day"": ""I did not wear it""}, ""metadata"": {""page_advances"": [{""to"": 1, ""from"": 0, ""time"": 1688892856426}, {""to"": 3, ""from"": 1, ""time"": 1688892879503}], ""started_at"": 1688892818001, ""finished_at"": 1688892883718}}"
64a9e33e9a987115adbff6aa,64a4ccfbf93736cd307a5066,rtocs_sacha,2023-07-08T22:29:18.457000+00:00,DataPoint.InteractionSubmission,"{""data"": {""where_EMA"": ""Home"", ""excited_scale"": 30, ""mad_scale"": 0, ""sad_scale"": 0, ""focused_scale"": 60, ""guilty_scale"": 0, ""happy_scale"": 55, ""confident_scale"": 45, ""scared_scale"": 0, ""stressful_scale"": 30, ""ema_on_mind"": ""Revising my homework assignment""}, ""metadata"": {""page_advances"": [], ""started_at"": 1688855317379, ""finished_at"": 1688855358147}}"
64a9e2e99a987115adbff6a9,64a4ccfbf93736cd307a5066,rtocs_sacha,2023-07-08T22:27:53.704000+00:00,DataPoint.InteractionSubmission,"{""data"": {""stable_mood"": ""Fair"", ""quality_interactions"": ""Good"", ""question41"": ""Good"", ""sleepiness_interfere"": ""No"", ""any_naps"": ""Yes"", ""caffeinated_beverages"": 0, ""nap_planned"": ""Planned"", ""nap_start"": 1688847300000, ""nap_end"": 1688853840000, ""filling_out_diary"": ""Child Alone"", ""gene_active_day"": ""I did not wear it""}, ""metadata"": {""page_advances"": [{""to"": 1, ""from"": 0, ""time"": 1688855247037}, {""to"": 2, ""from"": 1, ""time"": 1688855270299}], ""started_at"": 1688855218247, ""finished_at"": 1688855273437}}"
64a9e2a2a23f348e35502d69,64a4ccfbf93736cd307a5066,rtocs_sacha,2023-07-08T22:26:42.675000+00:00,DataPoint.InteractionSubmission,"{""data"": {""get_out_of_bed"": 1688838600000, ""first_sleep"": 1688804100000, ""fall_asleep_minutes"": 10, ""woke_up"": ""No"", ""feel_refreshed"": 5, ""sleep_quality"": 6, ""any_dreams"": ""No"", ""filling_out_diary"": ""Child Alone"", ""dreem_headband"": ""I did not wear it"", ""gene_active"": ""I did not wear it""}, ""metadata"": {""page_advances"": [{""to"": 2, ""from"": 0, ""time"": 1688855190339}, {""to"": 4, ""from"": 2, ""time"": 1688855195990}, {""to"": 6, ""from"": 4, ""time"": 1688855198306}], ""started_at"": 1688855163150, ""finished_at"": 1688855202380}}"
64a8996f8990048aa6d54f62,64a4ccfbf93736cd307a5066,rtocs_sacha,2023-07-07T23:02:07.525000+00:00,DataPoint.InteractionSubmission,"{""data"": {""caffeinated_beverages"": 1, ""stable_mood"": ""Good"", ""quality_interactions"": ""Good"", ""question41"": ""Fair"", ""sleepiness_interfere"": ""Yes"", ""any_naps"": ""No"", ""filling_out_diary"": ""Child Alone"", ""gene_active_day"": ""I did not wear it""}, ""metadata"": {""page_advances"": [{""to"": 2, ""from"": 0, ""time"": 1688770924214}], ""started_at"": 1688770887335, ""finished_at"": 1688770927336}}"
64a899438990048aa6d54f61,64a4ccfbf93736cd307a5066,rtocs_sacha,2023-07-07T23:01:23.511000+00:00,DataPoint.InteractionSubmission,"{""data"": {""get_out_of_bed"": 1688734860000, ""first_sleep"": 1688717700000, ""fall_asleep_minutes"": 15, ""woke_up"": ""Yes"", ""wake_up_night"": 1, ""minutes_up_night"": 15, ""woke_up_why"": ""Someone was snoring next to me"", ""feel_refreshed"": 4, ""sleep_quality"": 3, ""any_dreams"": ""No"", ""filling_out_diary"": ""Child Alone"", ""dreem_headband"": ""I did not wear it"", ""gene_active"": ""I did not wear it""}, ""metadata"": {""page_advances"": [{""to"": 1, ""from"": 0, ""time"": 1688770848590}, {""to"": 2, ""from"": 1, ""time"": 1688770866221}, {""to"": 4, ""from"": 2, ""time"": 1688770872774}, {""to"": 6, ""from"": 4, ""time"": 1688770875406}], ""started_at"": 1688770822379, ""finished_at"": 1688770883319}}"
64a898e28990048aa6d54f60,64a4ccfbf93736cd307a5066,rtocs_sacha,2023-07-07T22:59:46.037000+00:00,DataPoint.InteractionSubmission,"{""data"": {""rst"": [[{""startTime"": 1688770675653}, {""time"": 1688770676706, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""practice""}, {""time"": 1688770680489, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""practice""}, {""time"": 1688770684112, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""practice""}, {""time"": 1688770688262, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""practice""}, {""time"": 1688770691890, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""practice""}], [{""startTime"": 1688770696235}, {""time"": 1688770696863, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""test""}, {""time"": 1688770698496, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""test""}, {""time"": 1688770700028, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""test""}, {""time"": 1688770701604, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""test""}, {""time"": 1688770703061, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""test""}, {""time"": 1688770704945, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""test""}, {""time"": 1688770706389, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""test""}, {""time"": 1688770707961, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""test""}, {""time"": 1688770709512, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""test""}, {""time"": 1688770710971, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""same"", ""mode"": ""test""}], [{""startTime"": 1688770713738}, {""time"": 1688770714346, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""practice""}, {""time"": 1688770717862, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""practice""}, {""time"": 1688770721753, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""practice""}, {""time"": 1688770725329, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""practice""}, {""time"": 1688770729560, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""practice""}], [{""startTime"": 1688770734409}, {""time"": 1688770734988, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""test""}, {""time"": 1688770736562, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""test""}, {""time"": 1688770738095, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""test""}, {""time"": 1688770739652, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""test""}, {""time"": 1688770741262, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""test""}, {""time"": 1688770742877, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""test""}, {""time"": 1688770744448, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""test""}, {""time"": 1688770746006, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""test""}, {""time"": 1688770747526, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""test""}, {""time"": 1688770748986, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""different"", ""mode"": ""test""}], [{""startTime"": 1688770752659}, {""time"": 1688770753501, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""practice""}, {""time"": 1688770757260, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""practice""}, {""time"": 1688770761044, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""practice""}, {""time"": 1688770764628, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""practice""}], [{""startTime"": 1688770768834}, {""time"": 1688770769668, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""test""}, {""time"": 1688770771402, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""test""}, {""time"": 1688770773060, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""test""}, {""time"": 1688770774909, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""test""}, {""time"": 1688770776627, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""test""}, {""time"": 1688770778368, ""decision"": ""right"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""test""}, {""time"": 1688770780018, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""test""}, {""time"": 1688770781584, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""test""}, {""time"": 1688770783210, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""test""}, {""time"": 1688770784836, ""decision"": ""left"", ""isCorrect"": true, ""type"": ""both"", ""mode"": ""test""}]]}, ""metadata"": {""page_advances"": [{""to"": 1, ""from"": 0, ""time"": 1688770671139}], ""started_at"": 1688770657999, ""finished_at"": 1688770785872}}"
